#index	label	wavelength	comment
74831	SO2       409.533m		# LAMDA, 31 50
74836	SO2       488.041m		# LAMDA, 34 50
74841	SO2       545.619m		# LAMDA, 36 50
74846	SO2       840.100m		# LAMDA, 41 50
74851	SO2       2045.10m		# LAMDA, 48 50
74856	SO2       867.872m		# LAMDA, 43 51
74861	SO2       1331.14m		# LAMDA, 46 51
74866	SO2       1227.05m		# LAMDA, 46 52
74871	SO2       603.419m		# LAMDA, 38 53
74876	SO2       605.745m		# LAMDA, 39 53
74881	SO2       1264.23m		# LAMDA, 47 53
74886	SO2       1.47386c		# LAMDA, 51 53
74891	SO2       244.051m		# LAMDA, 20 54
74896	SO2       280.452m		# LAMDA, 25 54
74901	SO2       331.502m		# LAMDA, 29 54
74906	SO2       488.864m		# LAMDA, 37 54
74911	SO2       651.717m		# LAMDA, 40 54
74916	SO2       1042.52m		# LAMDA, 44 54
74921	SO2       317.937m		# LAMDA, 31 55
74926	SO2       363.309m		# LAMDA, 34 55
74931	SO2       528.037m		# LAMDA, 41 55
74936	SO2       610.979m		# LAMDA, 43 55
74941	SO2       838.613m		# LAMDA, 48 55
74946	SO2       2400.25m		# LAMDA, 53 55
74951	SO2       1640.40m		# LAMDA, 51 56
74956	SO2       1831.91m		# LAMDA, 52 56
74961	SO2       241.510m		# LAMDA, 25 57
74966	SO2       278.434m		# LAMDA, 29 57
74971	SO2       344.303m		# LAMDA, 35 57
74976	SO2       474.081m		# LAMDA, 40 57
74981	SO2       651.827m		# LAMDA, 44 57
74986	SO2       1117.63m		# LAMDA, 50 57
74991	SO2       402.897m		# LAMDA, 38 58
74996	SO2       618.888m		# LAMDA, 47 58
75001	SO2       1120.26m		# LAMDA, 51 58
75006	SO2       1206.38m		# LAMDA, 52 58
75011	SO2       1063.70m		# LAMDA, 52 59
75016	SO2       200.544m		# LAMDA, 21 60
75021	SO2       217.251m		# LAMDA, 23 60
75026	SO2       240.631m		# LAMDA, 26 60
75031	SO2       443.042m		# LAMDA, 42 60
75036	SO2       533.612m		# LAMDA, 45 60
75041	SO2       700.767m		# LAMDA, 49 60
75046	SO2       554.400m		# LAMDA, 46 61
75051	SO2       2257.79m		# LAMDA, 56 61
75056	SO2       6255.34m		# LAMDA, 58 61
75061	SO2       2.05454c		# LAMDA, 59 61
75066	SO2       284.051m		# LAMDA, 34 62
75071	SO2       415.848m		# LAMDA, 43 62
75076	SO2       499.073m		# LAMDA, 46 62
75081	SO2       510.086m		# LAMDA, 48 62
75086	SO2       844.144m		# LAMDA, 53 62
75091	SO2       2779.11m		# LAMDA, 58 62
75096	SO2       236.381m		# LAMDA, 29 63
75101	SO2       282.217m		# LAMDA, 35 63
75106	SO2       345.099m		# LAMDA, 39 63
75111	SO2       460.172m		# LAMDA, 44 63
75116	SO2       652.015m		# LAMDA, 50 63
75121	SO2       1204.48m		# LAMDA, 55 63
75126	SO2       198.021m		# LAMDA, 23 64
75131	SO2       217.263m		# LAMDA, 26 64
75136	SO2       244.467m		# LAMDA, 32 64
75141	SO2       430.846m		# LAMDA, 45 64
75146	SO2       533.618m		# LAMDA, 49 64
75151	SO2       733.653m		# LAMDA, 54 64
75156	SO2       553.225m		# LAMDA, 51 65
75161	SO2       573.442m		# LAMDA, 52 65
75166	SO2       1324.39m		# LAMDA, 61 65
75171	SO2       818.402m		# LAMDA, 56 66
75176	SO2       1208.23m		# LAMDA, 59 66
75181	SO2       4.18112c		# LAMDA, 65 66
75186	SO2       1057.31m		# LAMDA, 59 67
75191	SO2       195.556m		# LAMDA, 26 68
75196	SO2       217.324m		# LAMDA, 32 68
75201	SO2       248.352m		# LAMDA, 36 68
75206	SO2       419.305m		# LAMDA, 49 68
75211	SO2       533.635m		# LAMDA, 54 68
75216	SO2       769.821m		# LAMDA, 57 68
75221	SO2       235.495m		# LAMDA, 35 69
75226	SO2       277.722m		# LAMDA, 39 69
75231	SO2       364.849m		# LAMDA, 47 69
75236	SO2       447.085m		# LAMDA, 50 69
75241	SO2       652.215m		# LAMDA, 55 69
75246	SO2       1306.80m		# LAMDA, 62 69
75251	SO2       308.967m		# LAMDA, 43 70
75256	SO2       352.661m		# LAMDA, 46 70
75261	SO2       495.909m		# LAMDA, 53 70
75266	SO2       678.085m		# LAMDA, 56 70
75271	SO2       839.141m		# LAMDA, 58 70
75276	SO2       3613.16m		# LAMDA, 65 70
75281	SO        9990.28m		# LAMDA, 1 2
75286	SO        4762.42m		# LAMDA, 2 3
75291	SO        3018.23m		# LAMDA, 3 4
75296	SO        947.429m		# LAMDA, 1 5
75301	SO        1046.69m		# LAMDA, 2 5
75306	SO        909.910m		# LAMDA, 1 6
75311	SO        1001.09m		# LAMDA, 2 6
75316	SO        1267.53m		# LAMDA, 3 6
75321	SO        2.29770c		# LAMDA, 5 6
75326	SO        2169.03m		# LAMDA, 4 7
75331	SO        804.733m		# LAMDA, 2 8
75336	SO        968.362m		# LAMDA, 3 8
75341	SO        1425.82m		# LAMDA, 4 8
75346	SO        3481.19m		# LAMDA, 5 8
75351	SO        733.438m		# LAMDA, 2 9
75356	SO        866.953m		# LAMDA, 3 9
75361	SO        1216.33m		# LAMDA, 4 9
75366	SO        2743.26m		# LAMDA, 6 9
75371	SO        8278.63m		# LAMDA, 8 9
75376	SO        1678.04m		# LAMDA, 7 10
75381	SO        683.271m		# LAMDA, 3 11
75386	SO        883.214m		# LAMDA, 4 11
75391	SO        1489.88m		# LAMDA, 7 11
75396	SO        2320.85m		# LAMDA, 8 11
75401	SO        593.867m		# LAMDA, 3 12
75406	SO        739.340m		# LAMDA, 4 12
75411	SO        1121.68m		# LAMDA, 7 12
75416	SO        1885.32m		# LAMDA, 9 12
75421	SO        4538.65m		# LAMDA, 11 12
75426	SO        585.917m		# LAMDA, 4 13
75431	SO        802.768m		# LAMDA, 7 13
75436	SO        1539.04m		# LAMDA, 10 13
75441	SO        1740.65m		# LAMDA, 11 13
75446	SO        1362.64m		# LAMDA, 10 14
75451	SO        490.082m		# LAMDA, 4 15
75456	SO        633.136m		# LAMDA, 7 15
75461	SO        1016.77m		# LAMDA, 10 15
75466	SO        1453.66m		# LAMDA, 12 15
75471	SO        2996.25m		# LAMDA, 13 15
75476	SO        509.221m		# LAMDA, 7 16
75481	SO        731.073m		# LAMDA, 10 16
75486	SO        1392.57m		# LAMDA, 13 16
75491	SO        1577.33m		# LAMDA, 14 16
75496	SO        1144.61m		# LAMDA, 14 17
75501	SO        413.280m		# LAMDA, 7 18
75506	SO        548.325m		# LAMDA, 10 18
75511	SO        917.543m		# LAMDA, 14 18
75516	SO        1190.15m		# LAMDA, 15 18
75521	SO        2193.54m		# LAMDA, 16 18
75526	SO        448.526m		# LAMDA, 10 19
75531	SO        668.602m		# LAMDA, 14 19
75536	SO        1160.53m		# LAMDA, 16 19
75541	SO        1607.72m		# LAMDA, 17 19
75546	SO        2464.32m		# LAMDA, 18 19
75551	SO        985.643m		# LAMDA, 17 20
75556	SO        355.469m		# LAMDA, 10 21
75561	SO        480.927m		# LAMDA, 14 21
75566	SO        829.422m		# LAMDA, 17 21
75571	SO        1010.66m		# LAMDA, 18 21
75576	SO        1713.33m		# LAMDA, 19 21
75581	SO        399.853m		# LAMDA, 14 22
75586	SO        614.529m		# LAMDA, 17 22
75591	SO        994.764m		# LAMDA, 19 22
75596	SO        1632.13m		# LAMDA, 20 22
75601	SO        2371.89m		# LAMDA, 21 22
75606	SO        864.891m		# LAMDA, 20 23
75611	SO        310.932m		# LAMDA, 14 24
75616	SO        426.898m		# LAMDA, 17 24
75621	SO        581.234m		# LAMDA, 19 24
75626	SO        753.062m		# LAMDA, 20 24
75631	SO        879.647m		# LAMDA, 21 24
75636	SO        1398.18m		# LAMDA, 22 24
75641	SO        360.222m		# LAMDA, 17 25
75646	SO        567.698m		# LAMDA, 20 25
75651	SO        870.471m		# LAMDA, 22 25
75656	SO        1652.11m		# LAMDA, 23 25
75661	SO        2306.34m		# LAMDA, 24 25
75666	SO        770.230m		# LAMDA, 23 26
75671	SO        275.826m		# LAMDA, 17 27
75676	SO        383.009m		# LAMDA, 20 27
75681	SO        500.449m		# LAMDA, 22 27
75686	SO        687.433m		# LAMDA, 23 27
75691	SO        779.429m		# LAMDA, 24 27
75696	SO        1177.30m		# LAMDA, 25 27
75701	SO        327.456m		# LAMDA, 20 28
75706	SO        526.974m		# LAMDA, 23 28
75711	SO        773.789m		# LAMDA, 25 28
75716	SO        1668.58m		# LAMDA, 26 28
75721	SO        2257.64m		# LAMDA, 27 28
75726	SO        694.082m		# LAMDA, 26 29
75731	SO        247.567m		# LAMDA, 20 30
75736	SO        346.849m		# LAMDA, 23 30
75741	SO        439.018m		# LAMDA, 25 30
75746	SO        631.002m		# LAMDA, 26 30
75751	SO        700.080m		# LAMDA, 27 30
75756	SO        1014.75m		# LAMDA, 28 30
75761	SO        299.987m		# LAMDA, 23 31
75766	SO        491.361m		# LAMDA, 26 31
75771	SO        696.451m		# LAMDA, 28 31
75776	SO        1682.34m		# LAMDA, 29 31
75781	SO        2220.33m		# LAMDA, 30 31
75786	SO        631.556m		# LAMDA, 29 32
75791	SO        224.396m		# LAMDA, 23 33
75796	SO        316.647m		# LAMDA, 26 33
75801	SO        390.812m		# LAMDA, 28 33
75806	SO        582.297m		# LAMDA, 29 33
75811	SO        635.603m		# LAMDA, 30 33
75816	SO        890.530m		# LAMDA, 31 33
75821	SO        276.664m		# LAMDA, 26 34
75826	SO        460.036m		# LAMDA, 29 34
75831	SO        633.180m		# LAMDA, 31 34
75836	SO        1693.91m		# LAMDA, 32 34
75841	SO        2191.04m		# LAMDA, 33 34
75846	SO        579.314m		# LAMDA, 32 35
75851	SO        205.089m		# LAMDA, 26 36
75856	SO        291.106m		# LAMDA, 29 36
75861	SO        352.018m		# LAMDA, 31 36
75866	SO        540.020m		# LAMDA, 32 36
75871	SO        582.127m		# LAMDA, 33 36
75876	SO        792.749m		# LAMDA, 34 36
75881	SO        256.639m		# LAMDA, 29 37
75886	SO        432.315m		# LAMDA, 32 37
75891	SO        580.457m		# LAMDA, 34 37
75896	SO        1703.72m		# LAMDA, 35 37
75901	SO        2167.57m		# LAMDA, 36 37
75906	SO        535.026m		# LAMDA, 35 38
75911	SO        188.777m		# LAMDA, 29 39
75916	SO        269.261m		# LAMDA, 32 39
75921	SO        320.151m		# LAMDA, 34 39
75926	SO        503.096m		# LAMDA, 35 39
75931	SO        537.032m		# LAMDA, 36 39
75936	SO        713.907m		# LAMDA, 37 39
75941	SO        239.273m		# LAMDA, 32 40
75946	SO        407.639m		# LAMDA, 35 40
75951	SO        535.848m		# LAMDA, 37 40
75956	SO        1712.10m		# LAMDA, 38 40
75961	SO        2148.42m		# LAMDA, 39 40
75966	SO        497.016m		# LAMDA, 38 41
75971	SO        174.825m		# LAMDA, 32 42
75976	SO        250.387m		# LAMDA, 35 42
75981	SO        293.525m		# LAMDA, 37 42
75986	SO        470.644m		# LAMDA, 38 42
75991	SO        498.473m		# LAMDA, 39 42
75996	SO        649.068m		# LAMDA, 40 42
76001	SO        224.078m		# LAMDA, 35 43
76006	SO        385.555m		# LAMDA, 38 43
76011	SO        497.615m		# LAMDA, 40 43
76016	SO        1719.22m		# LAMDA, 41 43
76021	SO        2132.57m		# LAMDA, 42 43
76026	SO        464.038m		# LAMDA, 41 44
76031	SO        162.765m		# LAMDA, 35 45
76036	SO        233.932m		# LAMDA, 38 45
76041	SO        270.953m		# LAMDA, 40 45
76046	SO        441.941m		# LAMDA, 41 45
76051	SO        465.115m		# LAMDA, 42 45
76056	SO        594.853m		# LAMDA, 43 45
76061	SO        210.678m		# LAMDA, 38 46
76066	SO        365.687m		# LAMDA, 41 46
76071	SO        464.486m		# LAMDA, 43 46
76076	SO        1725.39m		# LAMDA, 44 46
76081	SO        2119.42m		# LAMDA, 45 46
76086	SO        435.162m		# LAMDA, 44 47
76091	SO        152.242m		# LAMDA, 38 48
76096	SO        219.468m		# LAMDA, 41 48
76101	SO        251.584m		# LAMDA, 43 48
76106	SO        416.409m		# LAMDA, 44 48
76111	SO        435.970m		# LAMDA, 45 48
76116	SO        548.876m		# LAMDA, 46 48
76121	SO        198.775m		# LAMDA, 41 49
76126	SO        347.728m		# LAMDA, 44 49
76131	SO        435.495m		# LAMDA, 46 49
76136	SO        1730.65m		# LAMDA, 47 49
76141	SO        2108.24m		# LAMDA, 48 49
76146	SO        409.666m		# LAMDA, 47 50
76151	SO        142.983m		# LAMDA, 41 51
76156	SO        206.661m		# LAMDA, 44 51
76161	SO        234.783m		# LAMDA, 46 51
76166	SO        393.570m		# LAMDA, 47 51
76171	SO        410.281m		# LAMDA, 48 51
76176	SO        509.418m		# LAMDA, 49 51
76181	SO        188.136m		# LAMDA, 44 52
76186	SO        331.422m		# LAMDA, 47 52
76191	SO        409.923m		# LAMDA, 49 52
76196	SO        1735.25m		# LAMDA, 50 52
76201	SO        2098.81m		# LAMDA, 51 52
76206	SO        386.996m		# LAMDA, 50 53
76211	SO        134.776m		# LAMDA, 44 54
76216	SO        195.247m		# LAMDA, 47 54
76221	SO        220.076m		# LAMDA, 49 54
76226	SO        373.038m		# LAMDA, 50 54
76231	SO        387.467m		# LAMDA, 51 54
76236	SO        475.194m		# LAMDA, 52 54
76241	SO        178.571m		# LAMDA, 47 55
76246	SO        316.557m		# LAMDA, 50 55
76251	SO        387.191m		# LAMDA, 52 55
76256	SO        1739.17m		# LAMDA, 53 55
76261	SO        2090.73m		# LAMDA, 54 55
76266	SO        366.706m		# LAMDA, 53 56
76271	SO        127.454m		# LAMDA, 47 57
76276	SO        185.015m		# LAMDA, 50 57
76281	SO        207.096m		# LAMDA, 52 57
76286	SO        354.488m		# LAMDA, 53 57
76291	SO        367.069m		# LAMDA, 54 57
76296	SO        445.239m		# LAMDA, 55 57
76301	SO        169.928m		# LAMDA, 50 58
76306	SO        302.952m		# LAMDA, 53 58
76311	SO        366.855m		# LAMDA, 55 58
76316	SO        1742.54m		# LAMDA, 56 58
76321	SO        2083.82m		# LAMDA, 57 58
76326	SO        348.439m		# LAMDA, 56 59
76331	SO        120.881m		# LAMDA, 50 60
76336	SO        175.791m		# LAMDA, 53 60
76341	SO        337.657m		# LAMDA, 56 60
76346	SO        348.724m		# LAMDA, 57 60
76351	SO        418.811m		# LAMDA, 58 60
76356	SO        162.079m		# LAMDA, 53 61
76361	SO        290.456m		# LAMDA, 56 61
76366	SO        348.556m		# LAMDA, 58 61
76371	SO        1745.46m		# LAMDA, 59 61
76376	SO        2077.83m		# LAMDA, 60 61
76381	SO        331.910m		# LAMDA, 59 62
76386	SO        114.950m		# LAMDA, 53 63
76391	SO        167.436m		# LAMDA, 56 63
76396	SO        322.322m		# LAMDA, 59 63
76401	SO        332.133m		# LAMDA, 60 63
76406	SO        395.324m		# LAMDA, 61 63
76411	SO        154.921m		# LAMDA, 56 64
76416	SO        278.943m		# LAMDA, 59 64
76421	SO        332.001m		# LAMDA, 61 64
76426	SO        1747.95m		# LAMDA, 62 64
76431	SO        2072.66m		# LAMDA, 63 64
76436	SO        316.883m		# LAMDA, 62 65
76441	SO        109.572m		# LAMDA, 56 66
76446	SO        159.834m		# LAMDA, 59 66
76451	SO        308.297m		# LAMDA, 62 66
76456	SO        317.058m		# LAMDA, 63 66
76461	SO        374.318m		# LAMDA, 64 66
76466	SO        268.302m		# LAMDA, 62 67
76471	SO        316.952m		# LAMDA, 64 67
76476	SO        1750.07m		# LAMDA, 65 67
76481	SO        2068.16m		# LAMDA, 66 67
76486	SO        303.161m		# LAMDA, 65 68
76491	SO        104.673m		# LAMDA, 59 69
76496	SO        152.889m		# LAMDA, 62 69
76501	SO        303.299m		# LAMDA, 66 69
76506	SO        355.422m		# LAMDA, 67 69
76511	SO        258.439m		# LAMDA, 65 70
76516	SO        303.216m		# LAMDA, 67 70
76521	SO        1751.91m		# LAMDA, 68 70
76526	SO        2064.32m		# LAMDA, 69 70
76531	SiC2      14.9212c		# LAMDA, 11 12
76536	SiC2      6.48694c		# LAMDA, 14 15
76541	SiC2      3.32055c		# LAMDA, 17 18
76546	SiC2      1.90925c		# LAMDA, 19 21
76551	SiC2      1.42579c		# LAMDA, 16 18
76556	SiC2      1.26995c		# LAMDA, 1 2
76561	SiC2      1.19926c		# LAMDA, 26 28
76566	SiC2      8764.82m		# LAMDA, 13 15
76571	SiC2      8076.57m		# LAMDA, 31 33
76576	SiC2      6368.12m		# LAMDA, 2 3
76581	SiC2      5862.47m		# LAMDA, 10 12
76586	SiC2      5752.20m		# LAMDA, 36 40
76591	SiC2      4265.75m		# LAMDA, 3 4
76596	SiC2      4235.44m		# LAMDA, 5 8
76601	SiC2      4225.59m		# LAMDA, 7 9
76606	SiC2      4203.38m		# LAMDA, 6 9
76611	SiC2      3220.49m		# LAMDA, 4 7
76616	SiC2      3180.08m		# LAMDA, 8 11
76621	SiC2      3135.70m		# LAMDA, 9 12
76626	SiC2      2597.50m		# LAMDA, 7 10
76631	SiC2      2547.73m		# LAMDA, 11 14
76636	SiC2      2538.97m		# LAMDA, 23 24
76641	SiC2      2538.96m		# LAMDA, 22 25
76646	SiC2      2492.39m		# LAMDA, 12 15
76651	SiC2      2184.81m		# LAMDA, 10 13
76656	SiC2      2126.81m		# LAMDA, 14 17
76661	SiC2      2114.35m		# LAMDA, 24 29
76666	SiC2      2114.26m		# LAMDA, 25 30
76671	SiC2      2062.33m		# LAMDA, 15 18
76676	SiC2      1890.92m		# LAMDA, 13 16
76681	SiC2      1840.82m		# LAMDA, 3 5
76686	SiC2      1835.15m		# LAMDA, 4 8
76691	SiC2      1826.72m		# LAMDA, 17 19
76696	SiC2      1821.96m		# LAMDA, 7 11
76701	SiC2      1810.83m		# LAMDA, 29 34
76706	SiC2      1810.70m		# LAMDA, 30 35
76711	SiC2      1797.33m		# LAMDA, 10 14
76716	SiC2      1757.89m		# LAMDA, 13 17
76721	SiC2      1755.34m		# LAMDA, 18 21
76726	SiC2      1702.27m		# LAMDA, 16 19
76731	SiC2      1670.20m		# LAMDA, 16 20
76736	SiC2      1631.67m		# LAMDA, 20 26
76741	SiC2      1602.18m		# LAMDA, 19 26
76746	SiC2      1583.01m		# LAMDA, 34 38
76751	SiC2      1582.72m		# LAMDA, 35 39
76756	SiC2      1549.60m		# LAMDA, 27 31
76761	SiC2      1526.35m		# LAMDA, 21 28
76766	SiC2      1497.34m		# LAMDA, 20 27
76771	SiC2      1460.78m		# LAMDA, 32 36
76776	SiC2      1427.94m		# LAMDA, 26 31
76781	SiC2      1427.11m		# LAMDA, 2 6
76786	SiC2      1357.55m		# LAMDA, 27 32
76791	SiC2      1350.00m		# LAMDA, 28 33
76796	SiC2      1288.89m		# LAMDA, 31 36
76801	SiC2      1279.44m		# LAMDA, 3 9
76806	SiC2      1241.72m		# LAMDA, 32 37
76811	SiC2      1217.21m		# LAMDA, 33 39
76816	SiC2      1210.81m		# LAMDA, 33 40
76821	SiC2      1154.64m		# LAMDA, 4 12
76826	SiC2      1057.99m		# LAMDA, 31 38
76831	SiC2      1045.17m		# LAMDA, 7 15
76836	SiC2      946.356m		# LAMDA, 10 18
76841	SiC2      855.673m		# LAMDA, 13 21
76846	SiC2      772.210m		# LAMDA, 16 28
76851	SiC2      695.897m		# LAMDA, 20 33
76856	SiC2      640.158m		# LAMDA, 28 38
76861	SiC2      630.690m		# LAMDA, 21 34
76866	SiC2      626.946m		# LAMDA, 27 40
76871	SiC2      623.822m		# LAMDA, 18 29
76876	SiC2      612.310m		# LAMDA, 17 30
76881	SiC2      610.499m		# LAMDA, 19 35
76886	SiC2      607.652m		# LAMDA, 26 39
76891	SiC2      478.943m		# LAMDA, 15 30
76896	SiC2      475.438m		# LAMDA, 14 29
76901	SiC2      463.969m		# LAMDA, 18 35
76906	SiC2      457.588m		# LAMDA, 17 34
76911	SiC2      450.968m		# LAMDA, 21 39
76916	SiC2      440.596m		# LAMDA, 19 38
76921	CS        6117.53m		# LAMDA, 1 2
76926	CS        3058.86m		# LAMDA, 2 3
76931	CS        2039.30m		# LAMDA, 3 4
76936	CS        1529.50m		# LAMDA, 4 5
76941	CS        1223.63m		# LAMDA, 5 6
76946	CS        1019.72m		# LAMDA, 6 7
76951	CS        874.094m		# LAMDA, 7 8
76956	CS        764.867m		# LAMDA, 8 9
76961	CS        679.920m		# LAMDA, 9 10
76966	CS        611.963m		# LAMDA, 10 11
76971	CS        556.372m		# LAMDA, 11 12
76976	CS        510.044m		# LAMDA, 12 13
76981	CS        470.850m		# LAMDA, 13 14
76986	CS        437.255m		# LAMDA, 14 15
76991	CS        408.144m		# LAMDA, 15 16
76996	CS        382.674m		# LAMDA, 16 17
77001	CS        360.204m		# LAMDA, 17 18
77006	CS        340.230m		# LAMDA, 18 19
77011	CS        322.363m		# LAMDA, 19 20
77016	CS        306.283m		# LAMDA, 20 21
77021	CS        291.738m		# LAMDA, 21 22
77026	CS        278.516m		# LAMDA, 22 23
77031	CS        266.446m		# LAMDA, 23 24
77036	CS        255.383m		# LAMDA, 24 25
77041	CS        245.207m		# LAMDA, 25 26
77046	CS        235.816m		# LAMDA, 26 27
77051	CS        227.121m		# LAMDA, 27 28
77056	CS        219.049m		# LAMDA, 28 29
77061	CS        211.536m		# LAMDA, 29 30
77066	CS        204.524m		# LAMDA, 30 31
77071	C2H       3431.95m		# LAMDA, 1 3
77076	C2H       3433.72m		# LAMDA, 2 3
77081	C2H       3432.42m		# LAMDA, 2 4
77086	C2H       3427.36m		# LAMDA, 1 5
77091	C2H       3429.13m		# LAMDA, 2 5
77096	C2H       3428.89m		# LAMDA, 2 6
77101	C2H       1715.89m		# LAMDA, 3 7
77106	C2H       1716.21m		# LAMDA, 4 7
77111	C2H       1717.04m		# LAMDA, 5 7
77116	C2H       1715.95m		# LAMDA, 4 8
77121	C2H       1714.21m		# LAMDA, 3 9
77126	C2H       1714.53m		# LAMDA, 4 9
77131	C2H       1715.36m		# LAMDA, 5 9
77136	C2H       1714.09m		# LAMDA, 3 10
77141	C2H       1714.42m		# LAMDA, 4 10
77146	C2H       1715.24m		# LAMDA, 5 10
77151	C2H       1715.30m		# LAMDA, 6 10
77156	C2H       1143.92m		# LAMDA, 7 11
77161	C2H       1144.04m		# LAMDA, 8 11
77166	C2H       1144.66m		# LAMDA, 9 11
77171	C2H       1143.92m		# LAMDA, 8 12
77176	C2H       1142.91m		# LAMDA, 7 13
77181	C2H       1143.03m		# LAMDA, 8 13
77186	C2H       1143.66m		# LAMDA, 9 13
77191	C2H       1142.85m		# LAMDA, 7 14
77196	C2H       1142.96m		# LAMDA, 8 14
77201	C2H       1143.59m		# LAMDA, 9 14
77206	C2H       1143.64m		# LAMDA, 10 14
77211	C2H       857.936m		# LAMDA, 11 15
77216	C2H       858.003m		# LAMDA, 12 15
77221	C2H       858.504m		# LAMDA, 13 15
77226	C2H       857.936m		# LAMDA, 12 16
77231	C2H       857.223m		# LAMDA, 11 17
77236	C2H       857.289m		# LAMDA, 12 17
77241	C2H       857.789m		# LAMDA, 13 17
77246	C2H       857.179m		# LAMDA, 11 18
77251	C2H       857.245m		# LAMDA, 12 18
77256	C2H       857.745m		# LAMDA, 13 18
77261	C2H       857.782m		# LAMDA, 14 18
77266	C2H       686.367m		# LAMDA, 15 19
77271	C2H       686.409m		# LAMDA, 16 19
77276	C2H       686.824m		# LAMDA, 17 19
77281	C2H       686.372m		# LAMDA, 16 20
77286	C2H       685.811m		# LAMDA, 15 21
77291	C2H       685.853m		# LAMDA, 16 21
77296	C2H       686.268m		# LAMDA, 17 21
77301	C2H       685.788m		# LAMDA, 15 22
77306	C2H       685.830m		# LAMDA, 16 22
77311	C2H       686.244m		# LAMDA, 17 22
77316	C2H       686.272m		# LAMDA, 18 22
77321	C2H       571.998m		# LAMDA, 19 23
77326	C2H       572.025m		# LAMDA, 20 23
77331	C2H       572.385m		# LAMDA, 21 23
77336	C2H       571.998m		# LAMDA, 20 24
77341	C2H       571.547m		# LAMDA, 19 25
77346	C2H       571.573m		# LAMDA, 20 25
77351	C2H       571.933m		# LAMDA, 21 25
77356	C2H       571.528m		# LAMDA, 19 26
77361	C2H       571.554m		# LAMDA, 20 26
77366	C2H       571.913m		# LAMDA, 21 26
77371	C2H       571.930m		# LAMDA, 22 26
77376	C2H       490.310m		# LAMDA, 23 27
77381	C2H       490.329m		# LAMDA, 24 27
77386	C2H       490.642m		# LAMDA, 25 27
77391	C2H       490.310m		# LAMDA, 24 28
77396	C2H       489.928m		# LAMDA, 23 29
77401	C2H       489.947m		# LAMDA, 24 29
77406	C2H       490.260m		# LAMDA, 25 29
77411	C2H       489.914m		# LAMDA, 23 30
77416	C2H       489.933m		# LAMDA, 24 30
77421	C2H       490.245m		# LAMDA, 25 30
77426	C2H       490.260m		# LAMDA, 26 30
77431	C2H       429.049m		# LAMDA, 27 31
77436	C2H       429.064m		# LAMDA, 28 31
77441	C2H       429.342m		# LAMDA, 29 31
77446	C2H       429.051m		# LAMDA, 28 32
77451	C2H       428.720m		# LAMDA, 27 33
77456	C2H       428.735m		# LAMDA, 28 33
77461	C2H       429.012m		# LAMDA, 29 33
77466	C2H       428.709m		# LAMDA, 27 34
77471	C2H       428.723m		# LAMDA, 28 34
77476	C2H       429.001m		# LAMDA, 29 34
77481	C2H       429.012m		# LAMDA, 30 34
77486	C2H       381.408m		# LAMDA, 31 35
77491	C2H       381.418m		# LAMDA, 32 35
77496	C2H       381.669m		# LAMDA, 33 35
77501	C2H       381.406m		# LAMDA, 32 36
77506	C2H       381.116m		# LAMDA, 31 37
77511	C2H       381.126m		# LAMDA, 32 37
77516	C2H       381.376m		# LAMDA, 33 37
77521	C2H       381.107m		# LAMDA, 31 38
77526	C2H       381.117m		# LAMDA, 32 38
77531	C2H       381.367m		# LAMDA, 33 38
77536	C2H       381.376m		# LAMDA, 34 38
77541	C2H       343.297m		# LAMDA, 35 39
77546	C2H       343.306m		# LAMDA, 36 39
77551	C2H       343.534m		# LAMDA, 37 39
77556	C2H       343.298m		# LAMDA, 36 40
77561	C2H       343.036m		# LAMDA, 35 41
77566	C2H       343.046m		# LAMDA, 36 41
77571	C2H       343.273m		# LAMDA, 37 41
77576	C2H       343.029m		# LAMDA, 35 42
77581	C2H       343.039m		# LAMDA, 36 42
77586	C2H       343.266m		# LAMDA, 37 42
77591	C2H       343.273m		# LAMDA, 38 42
77596	C2H       312.119m		# LAMDA, 39 43
77601	C2H       312.126m		# LAMDA, 40 43
77606	C2H       312.335m		# LAMDA, 41 43
77611	C2H       312.118m		# LAMDA, 40 44
77616	C2H       311.883m		# LAMDA, 39 45
77621	C2H       311.889m		# LAMDA, 40 45
77626	C2H       312.098m		# LAMDA, 41 45
77631	C2H       311.877m		# LAMDA, 39 46
77636	C2H       311.884m		# LAMDA, 40 46
77641	C2H       312.092m		# LAMDA, 41 46
77646	C2H       312.098m		# LAMDA, 42 46
77651	C2H       286.140m		# LAMDA, 43 47
77656	C2H       286.147m		# LAMDA, 44 47
77661	C2H       286.339m		# LAMDA, 45 47
77666	C2H       286.140m		# LAMDA, 44 48
77671	C2H       285.924m		# LAMDA, 43 49
77676	C2H       285.931m		# LAMDA, 44 49
77681	C2H       286.123m		# LAMDA, 45 49
77686	C2H       285.919m		# LAMDA, 43 50
77691	C2H       285.926m		# LAMDA, 44 50
77696	C2H       286.118m		# LAMDA, 45 50
77701	C2H       286.123m		# LAMDA, 46 50
77706	C2H       264.160m		# LAMDA, 47 51
77711	C2H       264.166m		# LAMDA, 48 51
77716	C2H       264.345m		# LAMDA, 49 51
77721	C2H       264.161m		# LAMDA, 48 52
77726	C2H       263.962m		# LAMDA, 47 53
77731	C2H       263.968m		# LAMDA, 48 53
77736	C2H       264.146m		# LAMDA, 49 53
77741	C2H       263.957m		# LAMDA, 47 54
